"PGN","Parameter Group Label","PGN Length","Transmission Rate","Acronym","pos","SPN length","SPN","Name","Description","Data Range","Operational Range","Resolution","Ofset","Units","Date SPN was added to PGN","Status of SPN addition to PGN","Date SPN was added_or_modified","Status of SPN","SPN Doc","PGN Doc"
65243,"Engine Fluid Level/Pressure 2","8","0.5 s","EFL/P2","5-6",16,156,"Engine Injector Timing Rail 1 Pressure","The gage pressure of fuel in the timing rail delivered from the supply pump to the injector timing inlet.","0 to 251 Mpa",,"1/256 MPa/bit",0,"kPa",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65243,"Engine Fluid Level/Pressure 2","8","0.5 s","EFL/P2","7-8",16,1349,"Engine Injector Metering Rail 2 Pressure","The gage pressure of fuel in the metering rail #2 as delivered from the supply pump to the injector metering inlet.  See Figure SPN16_A for fuel system related parameters.  Although the figure does not show rail #2 it does show the relationship of rail pressure to other signals.","0 to 251 Mpa",,"1/256 MPa/bit",0,"kPa",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65244,"Idle Operation","Variable","On request","IO","1-4",32,236,"Engine Total Idle Fuel Used","Accumulated amount of fuel used during vehicle operation while under idle conditions.","0 to 2,105,540,607.5 L",,"0.5 L/bit",0,"l",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65244,"Idle Operation","Variable","On request","IO","5-8",32,235,"Engine Total Idle Hours","Accumulated time of operation of the engine while under idle conditions.","0 to 210,554,060.75 hr",,"0.05 hr/bit",0,"Seconds",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65245,"Turbocharger","8","1 s","TC","1",8,104,"Engine Turbocharger Lube Oil Pressure 1","Gage pressure of oil in turbocharger lubrication system.","0 to 1000 kPa",,"4 kPa/bit",0,"kPa",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65245,"Turbocharger","8","1 s","TC","2-3",16,103,"Engine Turbocharger 1 Speed","Rotational velocity of rotor in the turbocharger.","0 to 257,020 rpm",,"4 rpm/bit",0,"rpm",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65245,"Turbocharger","8","1 s","TC","4.7",2,1665,"Engine Turbocharger Oil Level Switch","Switch signal which indicates the presence of oil at the turbocharger

     00 = no oil present at turbocharger
     01 = oil present at turbocharger
     10 = error
     11 = Not available","0 to 3",,"4 states/2 bit",0,"bit",18 de mai de 99,"Published",15/08/2007,"Approved","J1939-71","J1939-71"
65246,"Air Start Pressure","8","On request","AIR2","1",8,82,"Engine Air Start Pressure","Gage pressure of air in an engine starting system that utilizes compressed air to provide the force required to rotate the crankshaft.","0 to 1000 kPa",,"4 kPa/bit",0,"kPa",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","1",8,514,"Nominal Friction - Percent Torque","The calculated torque that indicates the amount of torque required by the basic engine itself added by the loss torque of accessories.  It contains the frictional and thermodynamic loss of the engine itself, and the losses of fuel, oil and cooling pumps.  The data is transmitted in indicated torque as a percent of reference engine torque (see the engine configuration message, PGN 65251).

The realization can be done by a map dependent on engine speed and engine temperature and an offset value for additional loss torques.

See SPN 2978 for an indicator that describes the possible inclusion of engine parasitic losses such as cooling fan, etc. in this parameter value.","-125 to 125 %",,"1 %/bit",-125,"%",14 de nov de 02,"Published",14/11/2002,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","2-3",16,515,"Engine's Desired Operating Speed","An indication by the engine of the optimal operating speed of the engine for the current existing conditions.  These conditions may include the torque generated to accommodate powertrain demands from the operator (via the accelerator pedal), cruise control, road speed limit governors, or ASR.  Dynamic commands from functions such as smoke control or shift control are excluded from this calculation.","0 to 8,031.875 rpm","(upper byte resolution = 32 rpm/bit)","0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","4",8,519,"Engine's Desired Operating Speed Asymmetry Adjustment","This byte is utilized in transmission gear selection routines and indicates the engine's preference of lower versus higher engine speeds should its desired speed not be achievable.  This is a scaled ratio such that 125 represents an equal preference for a speed lower or higher that the engine's indicated desired speed.  The higher the asymmetry adjustment value is above 125, the more the engine prefers to be operated at or above its indicated desired speed.  Conversely, the lower the asymmetry adjustment value is below 125, the more the engine prefers to operate at or below its indicated desired speed.  Typically, the engine's asymmetry adjustment will be predicated on fuel consumption considerations, and under these conditions, the method for computing the asymmetry adjustment is indicated in Figure SPN519_A. The engine may include other factors into its asymmetry adjustment calculation such as temperatures, pressures, and other operating parameters.","0 to 250",,"1/bit",0,"Ratio",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","5",8,2978,"Estimated Engine Parasitic Losses - Percent Torque","The calculated torque that indicates the estimated amount of torque loss due to engine parasitics, such as cooling fan, air compressor, air conditioning, etc. It is expressed as a percent of Engine Reference Torque.

When the data value of this parameter is equal to FB it means that all parasitic losses calculated by the engine are included in the Engine's Nominal Friction Percent Torque (SPN 514).","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",14 de nov de 02,"Published",14/11/2002,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","6-7",16,3236,"Aftertreatment 1 Exhaust Gas Mass Flow","Measured/calculated exhaust gas mass upstream of the aftertreatment system in exhaust bank 1 and 2.","0 to 12851 kg/h per bit",,"0.2 kg/h per bit",0,"kg/h",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","8.1",2,3237,"Aftertreatment 1 Intake Dew Point","Indicates that the temperature on the intake side of the aftertreatment system has exceeded the dew point, as estimated by the ECM in exhaust bank 1.

00 - Not exceeded the dew point
01 - Exceeded the dew point
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","8.3",2,3238,"Aftertreatment 1 Exhaust Dew Point","Indicates that the temperature on the exhaust side of the aftertreatment has exceeded the dew point, as estimated by the ECM in exhaust bank 1.

00 - Not exceeded the dew point
01 - Exceeded the dew point
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","8.5",2,3239,"Aftertreatment 2 Intake Dew Point","Indicates that the temperature on the intake side of the aftertreatment system has exceeded the dew point, as estimated by the ECM in exhaust bank 2.

00 - Not exceeded the dew point
01 - Exceeded the dew point
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
65247,"Electronic Engine Controller 3","8","250 msecs","EEC3","8.7",2,3240,"Aftertreatment 2 Exhaust Dew Point","Indicates that the temperature on the exhaust side of the aftertreatment has exceeded the dew point, as estimated by the ECM in exhaust bank 2.

00 - Not exceeded the dew point
01 - Exceeded the dew point
10 - Error
11 - Not available","0 to 3",,"4 states/2 bit",0,"bit",4 de mar de 04,"Published",18/02/2004,"Published","J1939-71","J1939-71"
65248,"Vehicle Distance","8","100 ms","VD","1-4",32,244,"Trip Distance","Distance traveled during all or part of a journey.

NOTE See SPN 918 for alternate resolution.","0 to 526,385,151.9 km",,"0.125 km/bit",0,"m",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65248,"Vehicle Distance","8","100 ms","VD","5-8",32,245,"Total Vehicle Distance","Accumulated distance traveled by vehicle during its operation.

NOTE See SPN 917 for alternate resolution.","0 to 526,385,151.9 km",,"0.125 km/bit",0,"m",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","01.1",4,901,"Retarder Type","A vehicle retarder is a supplementary device to the wheel brakes for the driver to better control the vehicle.  The wheel brakes used in the vehicle are not designed for continuous retarding operation.  In a prolonged period of braking, the brakes can be thermally over-stressed, causing the braking effect to be reduced or even lead to complete braking system failure.  The vehicle retarder is designed for continuous operation for braking during downhill operation and is also used for braking the vehicle to comply with speed limits and traffic conditions.

This parameter provides some indication of the retarder dynamics.  It is used in the retarder configuration message.  The data type of this parameter is measured.

0000      Electric/Magnetic
0001      Hydraulic
0010      Cooled Friction
0011      Compression Release (Engine retarder)
0100      Exhaust
0101-1101   Not defined
1110      Other
1111      Not available","0 to 15",,"16 states/4 bit",0,"bit",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","01.5",4,902,"Retarder Location","This parameter defines whether the “torque/speed curve” defined by the retarder configuration message (PGN 65249) is dependent on engine rpm, output shaft rpm, or other parameter.  The data type of this parameter is measured.

0000   (Primary)         Engine Compression Release Brake (Engine rpm)
0001   (Primary)         Engine Exhaust Brake (Exhaust pressure)
0010   (Primary)         Transmission Input (Engine rpm)
0011   (Secondary)    Transmission Output (Output Shaft rpm)
0100   (Secondary)    Driveline (Output Shaft rpm)
0101                           Trailer (Vehicle speed)
0110-1101                  Not defined
1110                           Other
1111                           Not available","0 to 15",,"16 states/4 bit",0,"bit",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","02",8,557,"Retarder Control Method (Retarder Configuration)","This parameter identifies the number of steps used by the retarder.","0 to 250 steps","0: continuous control,1 On/Off control, 2 to 250: Number of steps","1 step/bit",0,"step",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","03-04",16,546,"Retarder Speed At Idle, Point 1 (Retarder Configuration)","Please reference PGN 65249","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","05",8,551,"Percent Torque At Idle, Point 1 (Retarder Configuration)","The torque limit that indicates the available retarder torque which can be provided by the retarder at idle speed.  The data is transmitted in indicated torque as a percent of the reference retarder torque.","-125 to 125 %","-125 to 0%","1 %/bit",-125,"%",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","06-07",16,548,"Maximum Retarder Speed, Point 2 (Retarder Configuration)","Maximum speed of retarder (Please reference PGN 65249).","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","08",8,552,"Percent Torque At Maximum Speed, Point 2 (Retarder Configuration)","The torque limit that indicates the available retarder torque which can be provided by the retarder at its maximum speed.  Please reference PGN 65249.  The data is transmitted in indicated torque as a percent of the reference retarder torque.","-125 to 125 %","-125 to 0%","1 %/bit",-125,"%",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","09-10",16,549,"Retarder Speed At Point 3 (Retarder Configuration)","Retarder speed of point 3 of the engine retarder torque map.  Please reference PGN 65249.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","11",8,553,"Percent Torque At Point 3 (Retarder Configuration)","The torque limit that indicates the available retarder torque which can be provided by the retarder at points 3 and 4 of the retarder torque map.  Please reference PGN 65249.  The data is transmitted in indicated torque as a percent of the reference retarder torque.","-125 to 125 %","-125 to 0%","1 %/bit",-125,"%",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","12-13",16,550,"Retarder Speed At Point 4 (Retarder Configuration)","Retarder speed of point 4 of the engine retarder torque map.  Please reference PGN 65249.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","14",8,554,"Percent Torque At Point 4 (Retarder Configuration)","The torque limit that indicates the available retarder torque which can be provided by the retarder at points 3 and 4 of the retarder torque map.  Please reference PGN 65249.  The data is transmitted in indicated torque as a percent of the reference retarder torque.","-125 to 125 %","-125 to 0%","1 %/bit",-125,"%",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","15-16",16,547,"Retarder Speed At Peak Torque, Point 5 (Retarder Configuration)","Please reference PGN 65249","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","17-18",16,556,"Reference Retarder Torque (Retarder Configuration)","This parameter is the 100% reference value for all defined indicated retarder torque parameters.  It is only defined once and doesn't change if a different retarder torque map becomes valid.","0 to 64,255 Nm",,"1 Nm/bit",0,"Nm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65249,"Retarder Configuration","19","On change of torque/speed points of more than 10% since last transmission, or every 5 s.","RC","19",8,555,"Percent Torque At Peak Torque, Point 5 (Retarder Configuration)","The torque limit that indicates the available retarder torque which can be provided by the retarder at point 5 of the retarder torque map.  Please reference PGN 65249.  The data is transmitted in indicated torque as a percent of the reference retarder torque.","-125 to 125 %","-125 to 0%","1 %/bit",-125,"%",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65250,"Transmission Configuration","Variable","On request","TCFG","1",8,958,"Number of Reverse Gear Ratios","Number of reverse gear ratios in the transmission, provided as part of the transmission configuration.","0 to 250","0 to 125 gear ratios","1 gear value/bit",0,"gear value",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65250,"Transmission Configuration","Variable","On request","TCFG","2",8,957,"Number of Forward Gear Ratios","Number of forward gear ratios in the transmission, provided as part of the configuration.","0 to 250","0 to 125 gear ratios","1 gear value/bit",0,"gear value",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65250,"Transmission Configuration","Variable","On request","TCFG","3-4",16,581,"Transmission Gear Ratio","The transmission configuration describes the number of forward gears, the number of reverse gears, and the ratio of each gear with the following resolution.","0 to 64.255",,"0.001/bit",0,"Ratio",1 de out de 98,"Published",29/07/1999,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","01-02",16,188,"Engine Speed At Idle, Point 1 (Engine Configuration)","Stationary low idle speed of engine which includes influences due to engine temperature (after power up) and other stationary changes (calibration offsets, sensor failures, etc).  This parameter is point 1 of the engine configuration map (see PGN 65251).","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","03",8,539,"Engine Percent Torque At Idle, Point 1 (Engine Configuration)","The torque limit that indicates the available engine torque which can be provided by the engine at idle speed.  This parameter may be influenced by engine temperature (after power up) and other stationary changes (calibration offsets, sensor failures, etc.)  See also SPN 188.  The data is transmitted in indicated torque as a percent of the reference engine torque.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","04-05",16,528,"Engine Speed At Point 2 (Engine Configuration)","Engine speed of point 2 of the engine torque map (see PGN 65251 and supporting document).  In engine configuration mode 1 and 3, point 2 is defined as the kick-in point from which torque is reduced to zero.  In mode 2 (see Table PGN65251_A), there are no special requirements for the definition of this point.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","06",8,540,"Engine Percent Torque At Point 2 (Engine Configuration)","The torque limit that indicates the available engine torque which can be provided by the engine at point 2 of the engine map (see PGN 65251 and supporting documents).  In engine configuration mode 1 and 3 (see Table PGN65251_A see PGN 65251), point 2 is defined as the kick-in point from which torque is reduced to zero.  In mode 2, there are no special requirements for the definition of this point.  The data is transmitted in indicated torque as a percent of the reference engine torque.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","07-08",16,529,"Engine Speed At Point 3 (Engine Configuration)","Engine speed of point 3, 4, and 5 of the engine torque map (see PGN 65251 and supporting document).  It is recommended that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 are optional and lie between idle and point 2.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","09",8,541,"Engine Percent Torque At Point 3 (Engine Configuration)","The torque limit that indicates the available engine torque which can be provided by the engine at point 3, 4, and 5 of the engine map (see PGN 65251 and supporting documents)..  It is required that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 lie between idle and point 2.  The data is transmitted in indicated torque as a percent of the reference engine torque.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","10-11",16,530,"Engine Speed At Point 4 (Engine Configuration)","Engine speed of point 3, 4, and 5 of the engine torque map (see PGN 65251 and supporting document).  It is recommended that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 are optional and lie between idle and point 2.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","12",8,542,"Engine Percent Torque At Point 4 (Engine Configuration)","The torque limit that indicates the available engine torque which can be provided by the engine at point 3, 4, and 5 of the engine map (see PGN 65251 and supporting documents).  It is required that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 lie between idle and point 2.  The data is transmitted in indicated torque as a percent of the reference engine torque.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","13-14",16,531,"Engine Speed At Point 5 (Engine Configuration)","Engine speed of point 3, 4, and 5 of the engine torque map (see PGN 65251 and supporting document).  It is recommended that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 are optional and lie between idle and point 2.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","15",8,543,"Engine Percent Torque At Point 5 (Engine Configuration)","The torque limit that indicates the available engine torque which can be provided by the engine at point 3, 4, and 5 of the engine map (see PGN 65251 and supporting documents).  It is required that one of these points indicate the peak torque point for the current engine torque map.  Points 3, 4, and 5 lie between idle and point 2.  The data is transmitted in indicated torque as a percent of the reference engine torque.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","16-17",16,532,"Engine Speed At High Idle, Point 6 (Engine Configuration)","Engine speed of high idle (point 6) of the engine torque map (see PGN 65251 and supporting document).  In engine configuration mode 3 (see Figure PGN65251_C), point 6 is not defined by the engine torque map but by the governor characteristic and the zero torque line.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","18-19",16,545,"Engine Gain (Kp) Of The Endspeed Governor (Engine Configuration)","The endspeed governor is defined as a linear line with the following equations (Capital letters mean physical values, small letters mean normalized values).  Refer to Figures PGN65251_A and PGN65251_B.

The gain KP/kp is defined as a positive value.  The factor 4096 is necessary for realizing flat curves with sufficient resolution as well as very steep curves.

KP = delta Torque / delta Speed
kp (normalized) = KP * 250/100% * 8031 rpm/64255 * 4096 = KP * 1280 rpm/%","0 to 50.2 %/rpm",,"1/1280 %/rpm per bit",0,"%/rpm",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","20-21",16,544,"Engine Reference Torque (Engine Configuration)","This parameter is the 100% reference value for all defined indicated engine torque parameters.  It is only defined once and doesn't change if a different engine torque map becomes valid.","0 to 64,255 Nm",,"1 Nm/bit",0,"Nm",1 de out de 98,"Published",25/12/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","22-23",16,533,"Engine Maximum Momentary Override Speed, Point 7 (Engine Configuration)","The maximum engine speed above high idle allowed by the engine control during a momentary high idle override.  This duration of the override is limited by the maximum momentary override time limit, SPN 534.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",1 de out de 98,"Published",25/12/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","24",8,534,"Engine Maximum Momentary Override Time Limit (Engine Configuration)","The maximum time limit allowed to override the engine's high idle speed.","0 to 25 s","0 to 25 sec, 0 = no override of high idle allowed, 255 = not applicable (no time restriction)","0.1 s/bit",0,"Seconds",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","25",8,535,"Engine Requested Speed Control Range Lower Limit (Engine Configuration)","The minimum engine speed that the engine will allow when operating in a speed control/limit mode.","0 to 2,500 rpm",,"10 rpm/bit",0,"rpm",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","26",8,536,"Engine Requested Speed Control Range Upper Limit (Engine Configuration)","The maximum engine speed regardless of load that the engine will allow when operating in a speed control/limit mode, excluding any maximum momentary engine override speed, if supported.","0 to 2,500 rpm",,"10 rpm/bit",0,"rpm",2 de ago de 01,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","27",8,537,"Engine Requested Torque Control Range Lower Limit (Engine Configuration)","The minimum engine torque that the engine will allow when operating in a torque control/limit mode.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","28",8,538,"Engine Requested Torque Control Range Upper Limit (Engine Configuration)","The maximum engine torque that the engine will allow when operating in a torque control/limit mode.","-125 to 125 %","0 to 125%","1 %/bit",-125,"%",1 de out de 98,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","29-30",16,1712,"Engine Extended Range Requested Speed Control Range Upper Limit (Engine configuration)","The maximum engine speed regardless of load that the engine will allow when operating in a speed control/limit mode, excluding any maximum momentary engine override speed, if supported.  

When the limit is higher than 2500 RPM the 'Requested Speed Control Range Upper Limit (Engine Configuration)' parameter (see SPN 536) will be transmitted with a value of 2500 RPM.","0 to 8,031.875 rpm",,"0.125 rpm/bit",0,"rpm",2 de ago de 01,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","31-32",16,1794,"Engine Moment of Inertia","Moment of inertia for the engine, including items driven full-time by the engine such as fuel, oil and cooling pumps.  The inertia from the following items are not included: flywheel, alternator, compressor, fan, and other engine-driven accessories.","0 to 257.02 kg-m^2",,"0.004 kg-m^2/bit",0,"kg/m²",10 de fev de 00,"Published",31/12/2001,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","33-34",16,1846,"Engine Default Torque Limit","Companion parameter to Transmission Torque Limit (SPN 1845).  This “echo” parameter provides confirmation to the transmission that the engine has received and will invoke the requested Transmission Torque Limit in the event that J1939 communication is lost between the two devices.

If the engine supports this protection logic, the Engine Default Torque Limit parameter should be set equal to the Transmission Torque Limit parameter as received in the Transmission Configuration 2 message (PGN 65099).  Otherwise, an Engine Default Torque Limit value of FF00 to FFFF indicates that no engine default torque limit has been received or set.

The intention is to protect transmissions that use a continuous torque limit during torque converter mode or operation in specific lower gears, where stall or drivetrain torque may reach levels higher than the gearbox capacity.  If communication is lost during torque limited operation, unrestricted engine torque output could harm the transmission.

It is recommended that engines use reception of the ETC#1 message as a transmission “heartbeat”.  In the event that the ETC#1 message is not received in a time period of 5 times its’ broadcast rate (5 x 10 ms = 50 ms), the engine should invoke a torque limit holding the engine to less than or equal to the value of the Transmission Torque Limit parameter.  The engine may release the limit when engine-to-transmission communication is re-established.","0 to 64,255 Nm",,"1 Nm/bit",0,"Nm",10 de ago de 00,"Published",30/11/2003,"Published","J1939-71","J1939-71"
65251,"Engine Configuration 1","39","On change of torque/speed points of more than 10% since last transmission.  Alternative: Every 5 s.","EC1","35",8,3344,"Support Variable Rate TSC1 Message","This parameter indicates which TSC1 transmission rates are supported by the engine ECU in addition to the required 10ms transmission rate for temporary powertrain control purposes. 

Bit Position      Transmission Rate
1                      1000 ms transmission rate    
2                        750 ms transmission rate
3                        500 ms transmission rate
4                        250 ms transmission rate
5                        100 ms transmission rate
6                          50 ms transmission rate
7                          20 ms transmission rate
8                         Reserved for SAE assignment (set to one)

Where 0 = Transmission Rate Supported by Engine and 1 = Transmission Rate Not supported by Engine

Note:  FF for this byte implies that the engine only supports standard temporary power train control (e.g. 10 ms)","0 to 255",,"256 states/8 bit",0,"bit",19 de ago de 04,"Published",18/08/2004,"Published","J1939-71","J1939-71"
